gender,length,diameter,height,full_weight,no_shell_weight,core_weight,shell_weight,age,volume,length^1,length^2,diameter^1,diameter^2,height^1,height^2,full_weight^1,full_weight^2,no_shell_weight^1,no_shell_weight^2,core_weight^1,core_weight^2,shell_weight^1,shell_weight^2,age^1,age^2
3.0,-0.5782995796983962,-0.43561967549005515,-0.035572522918186224,-0.6444839034718057,-0.6103459833079603,-0.7290225818103069,-0.6404472393920347,1.5717106119920212,-0.03753735269774585,-0.5782995796983962,0.3344304038793417,-0.43561967549005515,0.18976450167406095,-0.035572522918186224,0.0012654043867648841,-0.6444839034718057,0.4153595018342558,-0.6103459833079603,0.37252221934016094,-0.7290225818103069,0.5314739247893656,-0.6404472393920347,0.41017266644487826,1.5717106119920212,2.4702742478483337
3.0,-1.453841479201864,-1.4445984723205645,-0.036988863074973996,-1.232605314865858,-1.1732122371590008,-1.2073246271863192,-1.2155653732149792,-0.9117941394398907,-0.32540468294209096,-1.453841479201864,2.113655046647864,-1.4445984723205645,2.086864746230909,-0.036988863074973996,0.0013681759915791748,-1.232605314865858,1.519315862235561,-1.1732122371590008,1.3764269534196276,-1.2073246271863192,1.4576327554105846,-1.2155653732149792,1.4775991765592715,-0.9117941394398907,0.8313685527169309
0.0,0.0470874913755091,0.11931866276672502,-0.02424180166388401,-0.3122004024068818,-0.46625222232209385,-0.3600467182345263,-0.20910863902482635,-0.29091795158191275,-0.0005705154817825599,0.0470874913755091,0.0022172318440386437,0.11931866276672502,0.014236943284439453,-0.02424180166388401,0.0005876649479110896,-0.3122004024068818,0.09746909126301892,-0.46625222232209385,0.21739113482029124,-0.3600467182345263,0.12963363931145236,-0.20910863902482635,0.04372642291481513,-0.29091795158191275,0.08463325455261612
1.0,-1.6206113648215716,-1.5454963520036156,-0.039821543388549555,-1.2743955711347597,-1.218241537467084,-1.2893192635364925,-1.3234000233067813,-0.9117941394398907,-0.4177856914834492,-0.8284544081279586,0.6863367063466461,-1.0914558934298864,1.1912759673028315,-0.035572522918186224,0.0012654043867648841,-0.9757481299935857,0.9520844131859795,-0.9863406408804556,0.9728678598524678,-0.9431196878357601,0.8894747455834215,-0.8561165395756389,0.7329355293349665,-0.6013560455109017,0.3616290934725097
1.0,-0.8284544081279586,-1.0914558934298864,-0.035572522918186224,-0.9757481299935857,-0.9863406408804556,-0.9431196878357601,-0.8561165395756389,-0.6013560455109017,-0.13473427212000844,0.0470874913755091,0.0022172318440386437,0.06886972292519951,0.00474303873579375,-0.019992781193520687,0.00039971129985199444,-0.10732621923495035,0.011518917335268627,-0.5540593579228563,0.3069817721018878,-0.3600467182345263,0.12963363931145236,0.6535685617095907,0.427151864855143,1.8821487059210102,3.5424837512001335
0.0,0.0470874913755091,0.06886972292519951,-0.019992781193520687,-0.10732621923495035,-0.5540593579228563,-0.3600467182345263,0.6535685617095907,1.8821487059210102,-0.0002715787041251584,0.17216490559029024,0.02964075471691355,0.16976760260825055,0.02882103889535288,-0.027074481977459566,0.0007330275743477828,-0.12669243555468507,0.01605097322677803,-0.29739234616678173,0.08844220755858294,-0.28716259703437197,0.08246235713552509,0.15034019461451412,0.02260217411672998,1.8821487059210102,3.5424837512001335
0.0,0.17216490559029024,0.16976760260825055,-0.027074481977459566,-0.12669243555468507,-0.29739234616678173,-0.28716259703437197,0.15034019461451412,1.8821487059210102,-0.0033147303880178866,-0.41152969407868845,0.1693566891084989,-0.3851707356485296,0.14835649560002948,-0.027074481977459566,0.0007330275743477828,-0.6536573743601013,0.4272679630553416,-0.646369423554427,0.4177934317060822,-0.6242516575850853,0.38969013199772656,-0.5326125893002326,0.2836761702810982,-0.29091795158191275,0.08463325455261612
3.0,-0.41152969407868845,-0.3851707356485296,-0.027074481977459566,-0.6536573743601013,-0.646369423554427,-0.6242516575850853,-0.5326125893002326,-0.29091795158191275,-0.017976420797555678,0.2138573769952173,0.0457349776952745,0.3211144221328271,0.10311447210169948,-0.019992781193520687,0.00039971129985199444,0.1311840238607312,0.017209248116292892,-0.20508228053521096,0.04205874178952297,-0.273496824309343,0.07480051290729564,0.5816787949817225,0.33835022053138875,1.8821487059210102,3.5424837512001335
0.0,0.2138573769952173,0.3211144221328271,-0.019992781193520687,0.1311840238607312,-0.20508228053521096,-0.273496824309343,0.5816787949817225,1.8821487059210102,-0.005751033130087013,0.005395019970582049,2.910624048297913e-05,-0.2842728559654786,0.08081105663876972,-0.0058293796256429185,3.3981666819860775e-05,-0.4559181129901771,0.2078613257525239,-0.7476853492476142,0.5590333814795269,-0.30538362733441055,0.09325915984392213,-0.20910863902482635,0.04372642291481513,1.2612725180630322,1.5908083648210618
0.0,0.005395019970582049,-0.2842728559654786,-0.0058293796256429185,-0.4559181129901771,-0.7476853492476142,-0.30538362733441055,-0.20910863902482635,1.2612725180630322,-0.02507526846633005,-0.7867619367230314,0.6189943450761752,-0.5869664950146317,0.34452966626976167,-0.03132350244782289,0.0009811618055987669,-0.8646472047908964,0.7476147887527104,-0.8670129950640348,0.7517115336099081,-0.9112328848106925,0.8303453703604169,-0.7482818894838368,0.559925786129501,0.01952014234707627,0.0003810359572501203
